acetic,citric,suger,salt,SO2free,SO2tota,pH,sulfate,alcohol,quality
0.290,0.530,18.150,0.047,59.000,182.000,3.090,0.520,9.600,0.500
0.160,0.270,12.600,0.064,63.000,162.000,3.660,0.430,8.900,0.500
0.290,0.330,0.900,0.041,20.000,117.000,3.210,0.500,11.400,0.500
0.390,0.300,9.900,0.037,29.000,124.000,3.070,0.420,10.900,0.600
0.180,0.420,5.100,0.036,7.000,77.000,3.160,0.520,11.700,0.500
0.200,0.380,11.800,0.055,51.000,170.000,3.340,0.820,8.900,0.600
0.250,0.300,7.800,0.038,67.000,196.000,3.100,0.500,10.100,0.500
0.280,0.160,1.300,0.060,36.000,126.000,3.130,0.460,8.700,0.600
0.250,0.560,2.000,0.035,20.000,95.000,3.230,0.530,11.000,0.600
0.430,1.000,19.950,0.032,42.000,164.000,3.290,0.500,12.000,0.600
0.200,0.400,5.200,0.055,41.000,167.000,3.180,0.400,10.600,0.700
0.320,0.180,1.400,0.029,26.000,104.000,3.440,0.370,11.000,0.600
0.250,0.210,1.500,0.044,21.000,108.000,3.300,0.590,11.000,0.600
0.160,0.260,6.850,0.047,30.000,220.000,3.380,0.580,10.100,0.600
0.440,0.370,5.850,0.033,27.000,93.000,3.160,0.540,12.600,0.700
0.160,0.250,1.300,0.047,20.000,77.000,3.610,0.540,10.200,0.600
0.230,0.420,7.400,0.044,56.000,189.000,3.220,0.480,9.300,0.600
0.260,0.390,6.400,0.171,64.000,200.000,3.190,0.380,9.400,0.600
0.440,0.130,7.000,0.025,28.000,173.000,3.330,0.480,12.500,0.600
0.190,0.320,2.800,0.046,18.000,80.000,2.920,0.470,11.050,0.600
0.160,0.320,1.100,0.036,74.000,184.000,3.220,0.410,11.000,0.600
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.270,0.480,1.100,0.047,17.000,132.000,3.190,0.490,11.600,0.600
0.550,0.170,8.200,0.040,13.000,60.000,3.090,0.300,9.500,0.400
0.250,0.340,1.200,0.026,31.000,93.000,2.930,0.370,11.300,0.700
0.220,0.380,2.800,0.144,12.000,65.000,2.950,0.640,11.400,0.600
0.430,0.350,9.100,0.059,83.000,249.000,3.370,0.500,8.500,0.500
0.180,0.260,17.300,0.051,17.000,149.000,3.000,0.430,9.400,0.600
0.290,0.470,3.000,0.052,47.000,145.000,3.290,0.750,10.000,0.600
0.220,0.420,2.300,0.053,27.000,114.000,2.990,0.430,10.000,0.500
0.330,0.280,4.000,0.040,24.000,81.000,3.260,0.640,12.600,0.700
0.270,0.410,18.750,0.042,34.000,157.000,2.960,0.500,9.100,0.500
0.330,0.280,31.600,0.053,35.000,176.000,3.150,0.380,8.800,0.600
0.370,0.140,6.300,0.036,34.000,185.000,3.170,0.630,9.800,0.500
0.160,0.340,6.100,0.034,31.000,114.000,3.320,0.580,10.133,0.700
0.360,0.540,13.300,0.054,63.000,193.000,3.060,0.490,8.600,0.400
0.250,0.330,1.200,0.035,35.000,158.000,3.020,0.580,11.300,0.600
0.250,0.350,9.200,0.034,42.000,150.000,3.210,0.360,11.500,0.600
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.290,0.290,1.050,0.032,4.000,55.000,2.910,0.320,11.400,0.400
0.370,0.300,2.200,0.033,39.000,107.000,3.220,0.530,13.500,0.700
0.280,0.280,20.400,0.041,40.000,144.000,3.140,0.380,8.700,0.500
0.290,0.280,8.300,0.026,27.000,107.000,3.360,0.370,11.000,0.600
0.240,0.280,12.200,0.049,54.000,133.000,3.190,0.370,10.700,0.600
0.290,0.410,10.800,0.048,55.000,149.000,3.090,0.590,10.967,0.700
0.180,0.380,8.100,0.049,44.000,176.000,3.300,0.540,9.800,0.600
0.490,0.240,15.100,0.030,34.000,153.000,3.130,0.510,12.000,0.700
0.310,0.740,10.700,0.039,51.000,147.000,3.020,0.430,8.700,0.500
0.280,0.390,8.900,0.036,8.000,117.000,3.060,0.380,12.000,0.700
0.270,0.290,4.600,0.046,6.000,88.000,3.340,0.480,10.600,0.400
0.250,0.310,1.350,0.061,30.500,218.000,3.160,0.530,9.500,0.500
0.180,0.290,1.200,0.044,12.000,143.000,3.200,0.480,11.300,0.700
0.460,0.250,4.400,0.066,62.000,207.000,3.250,0.520,9.800,0.500
0.230,0.400,5.200,0.066,14.000,91.000,3.170,0.800,9.700,0.500
0.230,0.380,14.300,0.058,55.000,194.000,3.090,0.440,9.000,0.600
0.340,0.210,7.200,0.041,48.000,146.000,3.160,0.490,9.800,0.500
0.460,0.650,10.400,0.050,76.000,192.000,3.160,0.420,8.700,0.500
0.320,0.460,1.500,0.050,56.000,189.000,3.240,0.490,9.600,0.500
0.160,0.410,1.700,0.026,29.000,140.000,3.020,0.780,12.500,0.600
0.230,0.390,1.800,0.032,23.000,118.000,3.320,0.500,11.800,0.600
0.120,0.310,5.200,0.045,29.000,120.000,3.410,0.460,9.800,0.700
0.330,0.300,3.800,0.036,34.000,88.000,3.250,0.630,12.500,0.700
0.245,0.380,5.900,0.045,52.000,159.000,2.930,0.350,10.200,0.600
0.260,0.240,7.200,0.038,28.000,137.000,3.350,0.600,10.400,0.600
0.380,0.260,3.500,0.035,38.000,111.000,3.180,0.470,13.600,0.700
0.240,0.220,10.700,0.042,26.000,81.000,2.860,0.360,9.700,0.600
0.290,0.260,7.000,0.040,18.000,113.000,3.170,0.380,10.200,0.600
0.280,0.490,1.500,0.034,20.000,126.000,2.980,0.390,10.600,0.600
0.260,0.250,12.500,0.034,38.000,152.000,3.330,0.430,9.400,0.500
0.300,0.450,10.600,0.032,56.000,212.000,3.220,0.590,9.500,0.600
0.440,0.200,11.500,0.049,44.000,157.000,3.270,0.440,9.000,0.500
0.270,0.490,1.400,0.050,20.000,74.000,3.320,0.440,9.800,0.600
0.340,0.100,1.400,0.049,29.000,118.000,3.210,0.410,9.500,0.500
0.230,0.330,1.150,0.044,15.500,217.500,3.330,0.440,11.000,0.600
0.320,0.330,10.700,0.036,27.000,98.000,3.340,0.520,10.200,0.600
0.300,0.340,1.200,0.048,4.000,119.000,3.180,0.340,12.100,0.600
0.380,0.280,4.200,0.029,7.000,112.000,3.000,0.410,12.600,0.600
0.150,0.290,5.000,0.058,28.000,105.000,3.520,0.440,10.200,0.700
0.270,0.220,8.100,0.034,55.000,203.000,3.190,0.520,8.900,0.500
0.320,0.180,7.500,0.041,71.000,223.000,3.140,0.410,8.900,0.500
0.160,0.250,14.300,0.044,27.000,149.000,2.910,0.460,9.200,0.600
0.260,0.300,2.100,0.033,50.000,158.000,3.330,0.430,12.100,0.700
0.150,0.380,15.300,0.045,54.000,120.000,3.180,0.420,9.800,0.600
0.240,0.410,17.800,0.046,39.000,145.000,3.320,0.390,8.700,0.500
0.120,0.320,9.600,0.054,64.000,162.000,3.400,0.410,9.400,0.500
0.330,0.160,1.500,0.049,10.000,97.000,3.480,0.440,10.700,0.600
0.490,0.490,7.000,0.043,29.000,149.000,3.210,0.330,10.000,0.500
0.270,0.310,1.500,0.035,17.000,83.000,3.320,0.440,11.100,0.700
0.360,0.440,8.300,0.255,28.000,142.000,3.120,0.430,10.200,0.600
0.260,0.310,1.600,0.032,36.000,109.000,2.970,0.430,11.900,0.600
0.230,0.360,16.300,0.038,43.000,133.000,3.260,0.410,8.800,0.500
0.260,0.560,11.900,0.043,64.000,226.000,3.020,0.630,9.300,0.500
0.260,0.310,2.200,0.044,29.000,128.000,3.340,0.640,10.900,0.800
0.220,0.340,1.200,0.036,32.000,96.000,3.060,0.740,11.600,0.600
0.190,0.410,1.100,0.040,38.000,143.000,2.920,0.420,11.400,0.500
0.300,0.250,3.300,0.041,26.000,124.000,3.180,0.500,9.300,0.600
0.420,0.340,2.400,0.022,34.000,97.000,3.220,0.380,12.800,0.700
0.655,0.000,5.600,0.033,8.000,31.000,3.320,0.510,10.500,0.400
0.230,0.310,2.100,0.046,30.000,96.000,3.330,0.640,10.700,0.800
0.180,0.300,6.400,0.048,40.000,251.000,3.290,0.520,10.000,0.500
0.340,0.330,9.700,0.036,46.000,172.000,3.080,0.400,10.200,0.500
0.290,0.050,0.800,0.038,11.000,30.000,3.360,0.350,9.200,0.500
0.310,0.260,4.800,0.037,36.000,148.000,3.210,0.410,10.400,0.600
0.270,0.280,9.800,0.042,61.000,125.000,3.140,0.420,10.200,0.600
0.320,0.340,5.700,0.044,27.000,91.000,3.280,0.600,12.000,0.700
0.270,0.330,1.300,0.045,26.000,100.000,2.980,0.440,12.400,0.600
0.210,0.280,5.700,0.028,45.000,121.000,3.210,1.080,12.150,0.700
0.400,0.410,8.200,0.050,15.000,122.000,3.390,0.490,9.300,0.500
0.240,0.260,1.700,0.041,31.000,110.000,3.200,0.530,11.000,0.600
0.160,0.260,7.300,0.047,30.000,220.000,3.380,0.580,10.100,0.600
0.300,0.190,7.700,0.049,47.000,184.000,3.220,0.480,9.500,0.500
0.260,0.260,2.200,0.035,10.000,72.000,3.110,0.480,12.150,0.600
0.330,0.240,1.600,0.054,25.000,117.000,3.360,0.500,9.300,0.500
0.230,0.200,11.400,0.044,45.000,131.000,2.960,0.510,9.700,0.600
0.440,0.040,1.400,0.036,43.000,119.000,3.360,0.330,12.100,0.800
0.360,0.140,8.900,0.036,38.000,155.000,3.270,0.500,9.400,0.500
0.370,0.320,1.600,0.040,32.000,166.000,3.000,0.550,11.300,0.700
0.390,0.400,4.600,0.022,5.000,19.000,3.310,0.370,12.600,0.300
0.220,0.280,2.400,0.042,38.000,102.000,3.140,0.370,11.600,0.700
0.330,0.300,3.800,0.036,34.000,88.000,3.250,0.630,12.500,0.700
0.600,0.340,1.400,0.031,3.000,60.000,3.270,0.380,13.000,0.600
0.490,1.000,19.600,0.030,28.000,135.000,3.240,0.400,12.000,0.600
0.370,0.320,1.400,0.037,27.000,126.000,3.190,0.620,12.000,0.500
0.330,0.140,4.800,0.052,27.000,128.000,3.210,0.480,9.400,0.500
0.230,0.300,7.100,0.037,63.000,236.000,3.060,0.340,9.200,0.600
0.360,0.500,1.000,0.127,63.000,178.000,3.100,0.450,9.700,0.500
0.280,0.270,4.100,0.046,50.000,147.000,3.270,0.560,11.600,0.600
0.260,0.420,5.200,0.027,70.000,178.000,3.400,0.400,12.300,0.800
0.220,0.280,1.100,0.034,47.000,90.000,3.220,0.380,12.600,0.600
0.320,0.400,8.700,0.038,45.000,154.000,3.200,0.470,10.400,0.600
0.220,0.250,17.100,0.050,44.000,138.000,3.300,0.370,8.800,0.500
0.330,0.280,31.600,0.053,35.000,176.000,3.150,0.380,8.800,0.600
0.290,0.180,15.000,0.040,21.000,116.000,3.140,0.500,9.200,0.500
0.160,0.300,9.600,0.057,50.000,185.000,3.390,0.380,9.600,0.600
0.210,0.350,1.200,0.041,7.000,106.000,3.060,0.450,11.300,0.400
0.450,0.280,26.050,0.031,27.000,122.000,3.060,0.420,10.600,0.600
0.350,0.290,14.400,0.044,54.000,177.000,3.170,0.580,8.900,0.600
0.160,0.480,1.700,0.057,31.000,98.000,3.150,0.410,10.300,0.600
0.210,0.370,1.600,0.049,23.000,94.000,3.160,0.480,10.900,0.700
0.180,0.310,11.800,0.039,96.000,249.000,3.070,0.520,9.500,0.600
0.250,0.360,13.100,0.050,35.000,200.000,3.040,0.460,8.900,0.700
0.230,0.240,0.900,0.031,29.000,86.000,2.900,0.380,12.200,0.600
0.290,0.370,4.900,0.034,26.000,127.000,3.170,0.440,10.800,0.600
0.440,0.220,4.300,0.032,19.000,99.000,3.260,0.530,12.800,0.700
0.280,0.360,8.000,0.045,28.000,123.000,3.020,0.370,11.400,0.600
0.260,0.290,3.100,0.041,37.000,144.000,3.220,0.390,12.800,0.700
0.150,0.380,2.200,0.047,33.000,96.000,3.130,0.390,10.400,0.800
0.290,0.380,1.200,0.029,31.000,132.000,3.280,0.360,12.400,0.600
0.320,0.350,1.400,0.050,8.000,163.000,3.240,0.420,10.700,0.500
0.260,0.270,4.200,0.031,20.000,80.000,3.120,0.390,11.500,0.600
0.330,0.320,1.400,0.043,28.000,93.000,3.310,0.500,12.300,0.600
0.240,0.290,2.200,0.037,37.000,102.000,3.270,0.640,11.000,0.700
0.290,0.150,1.100,0.029,12.000,83.000,3.300,0.400,11.400,0.600
0.340,0.340,2.600,0.051,40.500,210.000,3.150,0.610,10.000,0.500
0.320,0.260,7.900,0.050,53.000,180.000,3.140,0.500,9.600,0.500
0.390,0.220,4.300,0.030,10.000,102.000,3.000,0.870,11.600,0.400
0.240,0.490,5.800,0.053,25.000,120.000,3.010,0.980,10.500,0.600
0.280,0.410,1.400,0.016,6.000,55.000,3.160,0.400,13.400,0.500
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.140,0.280,1.300,0.026,10.000,56.000,3.460,0.450,9.900,0.500
0.345,0.260,1.900,0.043,15.000,134.000,3.080,0.380,9.500,0.500
0.270,0.450,8.300,0.050,52.000,196.000,3.180,0.480,9.500,0.500
0.350,0.350,5.600,0.034,9.000,148.000,3.170,0.500,9.800,0.400
0.210,0.320,0.900,0.038,38.000,121.000,3.240,0.460,10.600,0.600
0.250,0.340,13.700,0.044,66.000,184.000,3.220,0.750,8.900,0.500
0.330,0.390,12.400,0.065,29.000,119.000,3.160,0.390,9.400,0.500
0.250,0.390,1.300,0.051,42.000,135.000,3.230,0.400,11.100,0.600
0.200,0.280,1.100,0.018,18.000,72.000,2.970,0.350,10.400,0.500
0.180,0.360,5.900,0.058,31.000,132.000,3.250,0.520,10.900,0.600
0.210,0.410,4.300,0.036,24.000,99.000,3.180,0.530,9.700,0.600
0.270,0.270,10.400,0.041,26.000,114.000,3.040,0.520,11.500,0.700
0.220,0.450,22.600,0.120,55.000,122.000,3.100,0.350,12.800,0.500
0.140,0.380,1.000,0.041,22.000,81.000,3.030,0.540,11.400,0.600
0.220,0.290,0.900,0.034,34.000,89.000,3.140,0.360,11.100,0.700
0.150,0.280,14.700,0.051,29.000,149.000,2.960,0.390,9.000,0.700
0.220,0.360,1.200,0.052,38.000,127.000,3.040,0.540,9.200,0.500
0.445,0.440,14.500,0.045,68.000,212.000,3.480,0.360,10.000,0.600
0.210,0.370,2.500,0.034,35.000,89.000,3.250,0.500,11.000,0.700
0.240,0.300,1.600,0.048,27.000,131.000,3.250,0.450,10.500,0.500
0.300,0.380,14.900,0.032,60.000,181.000,3.180,0.610,9.300,0.700
0.310,0.290,10.500,0.040,21.000,145.000,3.040,0.350,9.400,0.500
0.270,0.370,8.200,0.055,52.000,192.000,3.110,0.520,9.500,0.600
0.160,0.240,1.400,0.046,17.000,77.000,3.660,0.570,10.300,0.600
0.180,0.260,1.300,0.041,20.000,71.000,3.040,0.740,9.900,0.600
0.150,0.380,1.800,0.054,19.000,101.000,3.240,0.440,10.000,0.500
0.250,0.320,9.000,0.046,56.000,245.000,3.250,0.500,10.400,0.600
0.280,0.430,7.600,0.030,30.000,110.000,3.080,0.590,12.500,0.800
0.330,0.340,6.600,0.067,35.000,156.000,3.110,0.480,9.300,0.600
0.210,0.280,1.400,0.047,48.000,148.000,3.500,0.490,10.400,0.500
0.300,0.340,4.800,0.018,23.000,127.000,3.120,0.490,11.200,0.700
0.250,0.360,13.100,0.050,35.000,200.000,3.040,0.460,8.900,0.700
0.280,0.430,13.000,0.039,64.000,233.000,3.080,0.380,8.900,0.500
0.240,0.340,2.000,0.041,14.000,73.000,3.040,0.450,11.600,0.700
0.170,0.240,8.100,0.121,32.000,162.000,3.170,0.380,10.400,0.800
0.180,0.280,10.200,0.039,29.000,115.000,3.110,0.450,10.900,0.700
0.230,0.280,8.600,0.046,37.000,142.000,3.230,0.530,10.600,0.600
0.380,0.330,5.000,0.045,30.000,131.000,3.320,0.440,10.900,0.600
0.240,0.300,12.300,0.035,72.000,172.000,2.990,0.570,10.400,0.600
0.280,0.280,4.500,0.051,14.000,92.000,3.360,0.580,11.900,0.600
0.450,0.280,26.050,0.031,27.000,122.000,3.060,0.420,10.600,0.600
0.220,0.400,14.750,0.042,44.500,129.500,3.360,0.410,9.100,0.700
0.210,0.280,7.500,0.070,45.000,185.000,3.340,0.550,9.400,0.500
0.310,0.310,4.900,0.031,20.000,151.000,3.360,0.820,12.000,0.700
0.330,0.270,1.200,0.046,34.000,175.000,3.370,0.540,9.400,0.600
0.280,0.250,6.900,0.056,44.000,201.000,3.190,0.400,9.100,0.600
0.280,0.250,1.800,0.042,8.000,108.000,3.080,0.550,9.000,0.500
0.350,0.460,14.700,0.047,33.000,151.000,3.030,0.530,10.300,0.500
0.230,0.390,1.900,0.036,41.000,98.000,3.190,0.430,11.900,0.700
0.260,0.330,17.850,0.049,41.500,195.000,3.060,0.440,9.100,0.700
0.270,0.300,13.000,0.047,69.000,160.000,3.160,0.500,9.600,0.600
0.380,0.260,6.000,0.034,42.000,134.000,3.380,0.380,12.300,0.700
0.350,0.210,2.100,0.051,46.000,171.000,3.160,0.500,9.500,0.500
0.550,0.150,9.800,0.031,19.000,125.000,3.360,0.470,10.200,0.600
0.190,0.410,1.100,0.040,38.000,143.000,2.920,0.420,11.400,0.500
0.280,0.340,4.000,0.031,40.000,99.000,3.390,0.390,12.800,0.700
0.240,0.280,1.300,0.032,36.000,95.000,3.080,0.640,12.900,0.700
0.210,0.360,8.550,0.020,20.000,86.000,3.190,0.220,13.400,0.700
0.400,0.250,3.900,0.031,45.000,130.000,3.310,0.580,11.750,0.700
0.200,0.280,1.200,0.048,36.000,159.000,3.190,0.430,9.100,0.600
0.250,0.340,1.300,0.035,27.000,82.000,3.180,0.440,12.200,0.600
0.210,0.280,1.400,0.046,26.000,66.000,3.430,0.480,11.100,0.600
0.240,0.270,16.800,0.040,48.000,129.000,3.230,0.380,10.500,0.600
0.180,0.580,1.250,0.034,29.000,129.000,3.510,0.600,12.000,0.700
0.330,0.780,9.900,0.042,21.000,251.000,3.010,0.550,11.000,0.600
0.190,0.290,4.300,0.045,33.000,126.000,3.180,0.420,9.300,0.600
0.290,0.180,15.000,0.040,21.000,116.000,3.140,0.500,9.200,0.500
0.300,0.250,1.900,0.029,33.000,118.000,3.360,0.660,12.500,0.600
0.310,0.300,2.400,0.038,30.000,83.000,3.090,0.360,12.800,0.700
0.445,0.000,1.400,0.053,11.000,178.000,3.790,0.550,10.200,0.500
0.220,0.340,1.400,0.023,56.000,115.000,3.180,0.700,11.700,0.600
0.280,0.360,7.000,0.043,60.000,207.000,3.160,0.490,9.600,0.600
0.290,0.260,13.100,0.046,55.000,204.000,3.160,0.410,9.600,0.600
0.160,0.250,1.300,0.034,28.000,123.000,3.270,0.550,11.400,0.600
0.220,0.370,15.000,0.053,59.000,178.000,3.370,0.820,9.500,0.700
0.140,0.330,1.000,0.104,20.000,54.000,3.190,0.640,11.500,0.600
0.240,0.290,10.100,0.050,21.000,105.000,3.130,0.350,9.500,0.500
0.140,0.250,1.300,0.047,37.000,173.000,3.350,0.460,10.000,0.600
0.260,0.240,7.800,0.052,54.000,214.000,3.130,0.470,8.900,0.500
0.480,0.120,4.500,0.050,23.000,86.000,2.860,0.350,9.000,0.500
0.290,0.390,6.750,0.031,22.000,98.000,3.150,0.800,12.900,0.700
0.350,0.250,7.800,0.031,24.000,116.000,3.390,0.400,11.300,0.600
0.220,0.220,16.650,0.044,39.000,110.000,3.240,0.480,9.000,0.600
0.320,0.500,6.500,0.048,61.000,186.000,3.190,0.450,9.600,0.500
0.310,0.190,3.500,0.086,30.000,130.000,2.830,0.440,9.600,0.500
0.160,0.270,12.000,0.030,39.000,98.000,3.150,0.340,10.800,0.500
0.570,0.390,3.900,0.034,22.000,122.000,3.290,0.670,12.800,0.700
0.300,0.200,1.100,0.077,48.000,166.000,3.300,0.540,8.700,0.400
0.170,0.400,5.500,0.037,34.000,161.000,3.050,0.620,11.500,0.400
0.190,0.360,1.100,0.026,63.000,143.000,3.270,0.480,11.000,0.600
0.110,0.260,14.800,0.053,44.000,95.000,3.200,0.350,9.800,0.600
0.160,0.360,1.100,0.031,27.000,93.000,3.230,0.340,13.200,0.800
0.200,0.610,16.200,0.043,14.000,103.000,3.060,0.360,9.200,0.600
0.220,0.320,5.800,0.041,20.000,119.000,3.170,0.550,11.200,0.600
0.250,0.280,14.400,0.055,55.000,205.000,3.120,0.380,9.000,0.700
0.240,0.360,8.400,0.042,42.000,123.000,3.340,0.520,10.900,0.600
0.190,0.270,11.200,0.061,46.000,149.000,2.990,0.590,9.300,0.600
0.260,0.290,2.200,0.043,35.000,175.000,3.380,0.430,11.600,0.600
0.300,0.490,9.400,0.046,47.000,188.000,3.140,0.480,10.000,0.500
0.270,0.430,1.600,0.035,31.000,128.000,3.100,0.500,12.300,0.600
0.290,0.260,14.950,0.067,47.000,178.000,3.040,0.490,9.200,0.400
0.320,0.120,11.500,0.033,35.000,165.000,3.220,0.320,9.000,0.500
0.220,0.290,8.900,0.050,24.000,90.000,3.290,0.460,9.800,0.600
0.170,0.250,1.600,0.047,34.000,132.000,3.160,0.480,11.400,0.500
0.280,0.340,4.200,0.028,36.000,116.000,2.990,0.410,12.300,0.800
0.220,0.280,7.700,0.043,57.000,176.000,3.120,0.550,10.000,0.500
0.170,0.230,1.700,0.029,39.000,128.000,3.370,0.410,10.700,0.700
0.270,0.740,1.300,0.173,34.000,121.000,3.040,0.460,9.200,0.600
0.330,0.230,11.800,0.030,23.000,158.000,3.410,0.640,11.800,0.600
0.240,0.430,2.000,0.021,20.000,69.000,3.080,0.560,12.200,0.600
0.270,0.190,1.900,0.085,21.000,196.000,3.490,0.640,9.500,0.400
0.270,0.380,0.900,0.051,7.000,140.000,3.450,0.500,10.500,0.700
0.170,0.280,17.550,0.050,33.000,154.000,2.940,0.430,9.000,0.700
0.270,0.190,4.200,0.046,6.000,114.000,3.250,0.350,8.600,0.400
0.230,0.320,8.600,0.046,47.000,159.000,3.080,0.520,10.500,0.600
0.190,0.410,15.600,0.056,75.000,155.000,3.200,0.440,8.800,0.600
0.270,0.480,6.100,0.042,60.000,184.000,3.200,0.500,9.400,0.600
0.220,0.250,1.500,0.024,21.000,109.000,3.370,0.580,10.400,0.600
0.270,0.370,5.400,0.026,27.000,114.000,3.130,0.840,12.700,0.500
0.230,0.370,1.800,0.032,60.000,156.000,3.110,0.350,11.100,0.600
0.245,0.320,1.100,0.047,24.000,152.000,3.120,0.420,9.300,0.600
0.300,0.320,10.700,0.029,14.000,111.000,2.850,0.420,10.600,0.500
0.160,0.260,7.100,0.054,41.000,224.000,3.380,0.550,10.100,0.500
0.370,0.310,4.700,0.038,3.000,127.000,2.900,0.720,12.100,0.500
0.240,0.500,1.200,0.048,26.000,107.000,3.210,0.340,12.400,0.600
0.230,0.220,3.750,0.039,37.000,116.000,3.230,0.500,10.700,0.600
0.335,0.300,2.500,0.071,27.000,128.000,3.140,0.510,9.600,0.600
0.230,0.380,8.600,0.052,41.000,150.000,3.060,0.460,10.300,0.500
0.200,0.300,5.900,0.034,35.000,152.000,3.470,0.400,8.500,0.600
0.330,0.350,6.300,0.036,12.000,126.000,3.160,0.390,12.000,0.700
0.260,0.490,6.400,0.037,37.000,161.000,3.380,0.530,9.700,0.600
0.200,0.400,1.900,0.028,32.000,138.000,3.260,0.720,11.700,0.500
0.250,0.440,15.800,0.057,39.000,167.000,3.140,0.510,9.200,0.500
0.260,0.430,11.750,0.045,53.000,198.000,3.260,0.550,9.500,0.500
0.310,0.310,0.950,0.021,52.000,148.000,2.930,0.320,11.500,0.500
0.265,0.280,7.800,0.052,27.000,91.000,3.190,0.380,10.400,0.600
0.170,0.380,1.500,0.032,28.000,112.000,3.250,0.550,11.400,0.700
0.270,0.460,8.700,0.048,39.000,197.000,3.140,0.590,9.600,0.600
0.190,0.240,1.300,0.044,38.000,128.000,3.770,0.600,10.600,0.500
0.255,0.440,12.300,0.045,53.000,197.000,3.240,0.540,9.500,0.600
0.200,0.310,6.850,0.053,32.000,211.000,3.310,0.590,10.400,0.600
0.400,0.170,12.900,0.033,59.000,186.000,3.080,0.490,9.400,0.500
0.345,0.150,10.800,0.033,26.000,120.000,3.250,0.490,10.000,0.600
0.260,0.240,17.800,0.059,23.000,124.000,3.300,0.500,10.100,0.500
0.280,0.350,15.400,0.042,55.000,195.000,3.230,0.500,9.600,0.600
0.220,0.200,16.000,0.044,41.000,113.000,3.220,0.460,8.900,0.600
0.260,0.590,1.400,0.037,40.000,120.000,3.340,0.410,11.100,0.700
0.150,0.290,6.200,0.046,39.000,151.000,3.600,0.440,10.600,0.600
0.320,0.390,3.300,0.114,24.000,140.000,3.090,0.450,9.200,0.600
0.230,0.150,9.700,0.048,101.000,207.000,3.050,0.300,9.100,0.500
0.365,0.140,1.200,0.055,24.000,84.000,3.150,0.430,8.900,0.500
0.270,0.290,10.800,0.028,17.000,118.000,3.180,0.370,11.200,0.600
0.280,0.540,12.900,0.049,62.000,162.500,3.060,0.450,9.100,0.600
0.180,0.310,1.400,0.036,14.000,75.000,3.340,0.580,11.100,0.800
0.230,0.360,17.200,0.039,37.000,130.000,3.230,0.430,8.800,0.600
0.475,0.330,3.950,0.047,16.000,81.000,3.230,0.530,13.400,0.700
0.320,0.490,1.600,0.050,17.000,131.000,3.130,0.340,9.400,0.500
0.220,0.280,1.100,0.034,47.000,90.000,3.220,0.380,12.600,0.600
0.200,0.260,1.600,0.027,36.000,141.000,3.530,0.560,10.800,0.600
0.260,0.330,10.300,0.039,73.000,212.000,2.930,0.490,9.500,0.600
0.210,0.220,5.100,0.048,38.000,168.000,3.340,0.490,10.400,0.600
0.220,0.490,3.800,0.042,26.000,105.000,3.100,0.390,10.500,0.500
0.300,0.400,2.200,0.054,29.000,175.000,3.190,0.530,9.800,0.500
0.090,0.300,6.200,0.032,24.000,134.000,2.990,0.390,10.900,0.600
0.360,0.460,10.500,0.038,4.000,83.000,2.890,0.300,10.100,0.400
0.170,0.330,6.000,0.036,30.000,111.000,3.320,0.580,10.150,0.700
0.160,0.250,14.300,0.044,27.000,149.000,2.910,0.460,9.200,0.600
0.460,0.260,2.700,0.042,28.000,83.000,3.380,0.510,12.000,0.800
0.230,0.390,2.500,0.172,63.000,158.000,3.110,0.360,9.400,0.600
0.420,0.200,15.400,0.043,57.000,201.000,3.080,0.540,9.400,0.500
0.280,0.270,15.500,0.036,31.000,134.000,3.190,0.440,13.000,0.700
0.240,0.290,15.300,0.044,39.000,194.000,3.060,0.470,9.600,0.700
0.260,0.260,4.000,0.079,35.500,216.000,3.310,0.680,9.500,0.500
0.160,0.360,5.900,0.054,25.000,148.000,3.250,0.540,10.200,0.600
0.310,0.300,0.900,0.045,16.000,109.000,2.950,0.390,10.100,0.500
0.180,0.370,1.500,0.027,37.000,93.000,3.300,0.450,10.800,0.600
0.140,0.280,7.900,0.057,21.000,82.000,3.260,0.360,10.000,0.600
0.200,0.260,1.100,0.033,38.000,67.000,3.140,0.380,11.500,0.600
0.485,0.290,4.100,0.026,19.000,101.000,3.010,0.380,12.400,0.500
0.160,0.300,13.700,0.056,33.000,168.000,2.900,0.440,8.700,0.700
0.580,0.000,1.500,0.020,33.000,96.000,3.290,0.380,12.400,0.600
0.140,0.450,1.500,0.039,18.000,98.000,3.020,0.560,11.000,0.600
0.410,0.240,5.400,0.035,33.000,115.000,3.120,0.440,12.893,0.700
0.640,0.080,9.700,0.062,26.000,142.000,3.370,0.460,8.900,0.400
0.190,0.240,6.300,0.054,34.000,231.000,3.360,0.540,10.000,0.600
0.280,0.350,3.500,0.028,35.000,91.000,2.960,0.330,12.100,0.500
0.240,0.350,7.700,0.031,36.000,135.000,3.190,0.370,10.500,0.500
0.200,0.360,11.600,0.042,45.000,124.000,2.920,0.590,9.500,0.700
0.220,0.390,10.200,0.038,60.000,149.000,3.170,0.540,10.000,0.700
0.240,0.260,1.600,0.058,53.000,150.000,3.180,0.500,9.900,0.700
